id,municipio,vereda,longitud,latitud,altitud,caudal_ver,vigencia,tipo_vert,sist_trata,descarga,clase_vert,actividad,fuente_rec,cuerpo_rec,tipo_desc,observacio,sist_med_c,coordenadas
357,La Victoria,Centro,-74.23680556,5.521688889,1332,No Reportado,10/04/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Quebrada La Calichona,Quebrada La Calichona,Puntual,No Reportan Muestreo Compuesto Del Vertimiento,,POINT (-74.23680556 5.521688889)
362,Nobsa,Bonza,-72.93658333,5.766722222,2487,No Reportado,08/30/2016 12:00:00 AM,Puntual,Normal,1,Industrial,2 Seguimientos,Quebrada Horqueta-Cerezal,Quebrada Horqueta-Cerezal,Puntual,,,POINT (-72.93658333 5.766722222)
397,San Pablo De Borbur,San Martin,-74.12360833,5.667041667,965,No Reportado,10/04/2016 12:00:00 AM,Puntual,Normal,1,1,1 Seguimientos,Quebrada Buriburi,Quebrada Buriburi,Puntual,No Reportan Muestreo Compuesto Del Vertimiento,,POINT (-74.12360833 5.667041667)
423,Boavita,Cacota,-72.32111111,6.569722222,2263,No Reportado,04/07/2017 12:00:00 AM,2,Normal,Semanal,Industrial,4 Seguimientos,Suelo,Suelo,Difusa,La Planta De Tratamiento Esta En Operacion,,POINT (-72.32111111 6.569722222)
518,Boavita,Ochaga,-72.56972222,6.320833333,2260,No Reportado,04/16/2018 12:00:00 AM,2,Normal,Semanal,Industrial,,Suelo,Suelo,Difusa,La Planta De Tratamiento Esta En Operacion,Otro,POINT (-72.56972222 6.320833333)
212,Duitama,Aguatendida,-73.01527778,5.808055556,2485,2.3,10/09/2014 12:00:00 AM,Puntual,Normal,1,Industrial,,Canal Vargas,Canal Vargas,Puntual,,Area,POINT (-73.01527778 5.808055556)
363,Puerto Boyaca,Zona Urbana,-74.59902778,5.977444444,143,No Reportado,10/14/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Rio Magdalena,Rio Magdalena,Puntual,,,POINT (-74.59902778 5.977444444)
364,Puerto Boyaca,Zona Urbana,-74.59891667,5.977722222,143,No Reportado,10/14/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Rio Magdalena,Rio Magdalena,Puntual,,,POINT (-74.59891667 5.977722222)
365,Puerto Boyaca,Zona Urbana,-74.59308333,5.980277778,140,No Reportado,10/14/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Rio Magdalena,Rio Magdalena,Puntual,,,POINT (-74.59308333 5.980277778)
366,Puerto Boyaca,Zona Urbana,-74.58991667,5.979944444,140,No Reportado,10/14/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Rio Magdalena,Rio Magdalena,Puntual,,,POINT (-74.58991667 5.979944444)
367,Puerto Boyaca,Zona Urbana,-74.58861111,5.980194444,139,No Reportado,10/14/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Rio Magdalena,Rio Magdalena,Puntual,,,POINT (-74.58861111 5.980194444)
368,Puerto Boyaca,Zona Urbana,-74.57647222,5.975916667,142,No Reportado,10/14/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Rio Magdalena,Rio Magdalena,Puntual,Tuberia De Aproximadamente 500 Metros Hasta El Rio Magdalena.,,POINT (-74.57647222 5.975916667)
369,Puerto Boyaca,Zona Urbana,-74.57436111,5.975861111,142,No Reportado,10/14/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Rio Magdalena,Rio Magdalena,Puntual,Tuberia De Aproximadamente 500 Metros Hasta El Rio Magdalena.,,POINT (-74.57436111 5.975861111)
370,Puerto Boyaca,Zona Urbana,-74.58372222,5.970583333,139,No Reportado,10/14/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Canal El Progreso,Canal El Progreso,Puntual,,,POINT (-74.58372222 5.970583333)
371,Tasco,Zona Urbana,-72.78138889,5.913611111,2572,No Reportado,08/03/2016 12:00:00 AM,Puntual,,1,1,3 Seguimientos,Quebrada Carbonera,Quebrada Carbonera,Puntual,Seguimiento Psmv,,POINT (-72.78138889 5.913611111)
372,Tasco,Zona Urbana,-72.785,5.908333333,2532,No Reportado,08/03/2016 12:00:00 AM,Puntual,,1,1,3 Seguimientos,Quebrada Guaza-Llano Grande,Quebrada Guaza-Llano Grande,Puntual,Seguimiento Psmv,,POINT (-72.785 5.908333333)
373,Santa Rosa De Viterbo,Zona Urbana,-72.98583333,5.872222222,2750,No Reportado,08/09/2016 12:00:00 AM,Puntual,,1,1,3 Seguimientos,Quebrada Arriba,Quebrada Arriba,Puntual,Seguimiento Psmv,,POINT (-72.98583333 5.872222222)
374,Santa Rosa De Viterbo,Zona Urbana,-72.98777778,5.868055556,2752,No Reportado,08/09/2016 12:00:00 AM,Puntual,,1,1,3 Seguimientos,Quebrada Arriba,Quebrada Arriba,Puntual,Seguimiento Psmv,,POINT (-72.98777778 5.868055556)
375,Santa Rosa De Viterbo,Zona Urbana,-72.985,5.867222222,2760,No Reportado,08/09/2016 12:00:00 AM,Puntual,,1,1,3 Seguimientos,Quebrada Munevar,Quebrada Munevar,Puntual,Seguimiento Psmv,,POINT (-72.985 5.867222222)
376,Soraca,Otro Lado,-73.33222222,5.504166667,2813,No Reportado,08/23/2016 12:00:00 AM,Puntual,,1,1,4 Seguimientos,Quebrada Puente Hamaca,Quebrada Puente Hamaca,Puntual,Seguimiento Psmv,,POINT (-73.33222222 5.504166667)
377,Soraca,Zona Urbana,-73.33305556,5.500833333,2815,No Reportado,08/23/2016 12:00:00 AM,Puntual,,1,1,4 Seguimientos,Quebrada Sunga,Quebrada Sunga,Puntual,Seguimiento Psmv,,POINT (-73.33305556 5.500833333)
378,Soraca,Otro Lado,-73.33527778,5.502222222,2820,No Reportado,08/23/2016 12:00:00 AM,Puntual,,1,1,4 Seguimientos,Quebrada Puente Hamaca,Quebrada Puente Hamaca,Puntual,Seguimiento Psmv,,POINT (-73.33527778 5.502222222)
379,Soraca,Otro Lado,-73.33638889,5.503333333,2822,No Reportado,08/23/2016 12:00:00 AM,Puntual,,1,1,4 Seguimientos,Quebrada Grande,Quebrada Grande,Puntual,Seguimiento Psmv,,POINT (-73.33638889 5.503333333)
380,Soraca,Otro Lado,-73.33583333,5.503888889,2816,No Reportado,08/23/2016 12:00:00 AM,Puntual,,1,1,4 Seguimientos,Quebrada Grande,Quebrada Grande,Puntual,Seguimiento Psmv,,POINT (-73.33583333 5.503888889)
381,Soraca,Otro Lado,-73.33555556,5.504166667,2816,No Reportado,08/23/2016 12:00:00 AM,Puntual,,1,1,4 Seguimientos,Quebrada Grande,Quebrada Grande,Puntual,Seguimiento Psmv,,POINT (-73.33555556 5.504166667)
382,Firavitoba,Zona Urbana,-72.99444444,5.666944444,2500,No Reportado,09/28/2016 12:00:00 AM,Puntual,,1,1,4 Seguimientos,Rio Chiquito,Rio Chiquito,Puntual,Seguimiento Psmv,,POINT (-72.99444444 5.666944444)
383,Firavitoba,Zona Urbana,-72.84694444,5.668055556,2522,No Reportado,09/28/2016 12:00:00 AM,Puntual,,1,1,4 Seguimientos,Rio Chiquito,Rio Chiquito,Puntual,Seguimiento Psmv,,POINT (-72.84694444 5.668055556)
384,Firavitoba,Zona Urbana,-72.99638889,5.669722222,2522,No Reportado,09/28/2016 12:00:00 AM,Puntual,,1,1,4 Seguimientos,Rio Chiquito,Rio Chiquito,Puntual,Seguimiento Psmv,,POINT (-72.99638889 5.669722222)
385,Firavitoba,Tintal,-72.98416667,5.682777778,2512,No Reportado,09/28/2016 12:00:00 AM,Puntual,,1,1,4 Seguimientos,Canal Desecacion,Canal Desecacion,Puntual,Seguimiento Psmv,,POINT (-72.98416667 5.682777778)
386,Firavitoba,Tintal,-72.97944444,5.683055556,2509,No Reportado,09/28/2016 12:00:00 AM,Puntual,,1,1,4 Seguimientos,Canal Desecacion,Canal Desecacion,Puntual,Seguimiento Psmv,,POINT (-72.97944444 5.683055556)
387,Sotaquira,Siatoga,-73.24833333,5.768888889,2658,No Reportado,09/08/2016 12:00:00 AM,Puntual,,1,1,4 Seguimientos,Rio Aguavirgen,Rio Aguavirgen,Puntual,Seguimiento Psmv,,POINT (-73.24833333 5.768888889)
388,Sotaquira,Siatoga,-73.24694444,5.7725,2432,No Reportado,09/08/2016 12:00:00 AM,Puntual,,1,1,4 Seguimientos,Rio Aguavirgen,Rio Aguavirgen,Puntual,Seguimiento Psmv,,POINT (-73.24694444 5.7725)
389,Sotaquira,Soconsuca De Indios,-73.24305556,5.756944444,2447,No Reportado,09/08/2016 12:00:00 AM,Puntual,,1,1,4 Seguimientos,Vallado Marco Buey,Vallado Marco Buey,Puntual,Seguimiento Psmv,,POINT (-73.24305556 5.756944444)
390,Rondon,Zona Urbana,-73.20808333,5.357666667,2106,No Reportado,08/26/2016 12:00:00 AM,Puntual,Normal,1,1,7 Seguimientos,Quebrada No Pases,Quebrada No Pases,Puntual,Avance Del Psmv Del Municipio De Rondon. Evidenciar Las Diferentes Acciones Tendientes Al Cuidado. Proteccion Preservacion Y Descontaminacion De Los Cuerpos Receptores De Las Agua Residuales Domesticas. Ano 7 Y 8.,Otro,POINT (-73.20808333 5.357666667)
391,Rondon,Zona Urbana,-73.20722222,5.35725,2075,No Reportado,10/26/2016 12:00:00 AM,Puntual,Normal,1,1,7 Seguimientos,Quebrada No Pases,Quebrada No Pases,Puntual,Avance Del Psmv Del Municipio De Rondon. Evidenciar Las Diferentes Acciones Tendientes Al Cuidado. Proteccion Preservacion Y Descontaminacion De Los Cuerpos Receptores De Las Agua Residuales Domesticas. Ano 7 Y 8.,Otro,POINT (-73.20722222 5.35725)
392,Rondon,Centro,-73.2065,5.357083333,2057,No Reportado,10/26/2016 12:00:00 AM,Puntual,Normal,1,1,7 Seguimientos,Quebrada No Pases,Quebrada No Pases,Puntual,Avance Del Psmv Del Municipio De Rondon. Evidenciar Las Diferentes Acciones Tendientes Al Cuidado. Proteccion Preservacion Y Descontaminacion De Los Cuerpos Receptores De Las Agua Residuales Domesticas. Ano 7 Y 8.,Otro,POINT (-73.2065 5.357083333)
393,Rondon,Centro,-73.20655556,5.356722222,2063,No Reportado,10/26/2016 12:00:00 AM,Puntual,Normal,1,1,7 Seguimientos,Quebrada No Pases,Quebrada No Pases,Puntual,Avance Del Psmv Del Municipio De Rondon. Evidenciar Las Diferentes Acciones Tendientes Al Cuidado. Proteccion Preservacion Y Descontaminacion De Los Cuerpos Receptores De Las Agua Residuales Domesticas. Ano 7 Y 8.,Otro,POINT (-73.20655556 5.356722222)
394,Puerto Boyaca,Velazquez,-74.34794444,5.908019444,248,No Reportado,12/13/2016 12:00:00 AM,Puntual,Normal,1,1,2 Seguimientos,,,Puntual,El Municipio No Presenta Resultados De Cracterizaciones Ni Registros De Caudales,,POINT (-74.34794444 5.908019444)
395,Puerto Boyaca,Velazquez,-74.34794444,5.912547222,253,No Reportado,12/13/2016 12:00:00 AM,Puntual,Normal,1,1,2 Seguimientos,,,Puntual,El Municipio No Presenta Resultados De Cracterizaciones Ni Registros De Caudales,,POINT (-74.34794444 5.912547222)
396,Puerto Boyaca,Velazquez,-74.34776389,5.912238889,254,No Reportado,12/13/2016 12:00:00 AM,Puntual,Normal,1,1,2 Seguimientos,,,Puntual,El Municipio No Presenta Resultados De Cracterizaciones Ni Registros De Caudales,,POINT (-74.34776389 5.912238889)
220,Sotaquira,Carrizal,-73.18611111,5.823305556,2908,65.9,03/10/2015 12:00:00 AM,Puntual,Normal,1,Comercial,,Quebrada Honda,Quebrada Honda,Puntual,Vertimiento Generado En La Granja Piscicola Los Raques. Su Disposicion Final Se Realiza Por Canal Abiero 20 Metros Hasta Conectarse Con La Quebrada Honda. Que Unos Metros Aguas Abajo Se Conecta Con La Quebrada Carrizal. Que Es Aportante En El Sistema Pro,Area*Velocidad,POINT (-73.18611111 5.823305556)
398,Soata,Urbano,-72.682,6.329444444,1970,No Reportado,12/02/2016 12:00:00 AM,Puntual,Normal,1,1,1 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.682 6.329444444)
399,Soata,La Costa,-72.67766667,6.337916667,1935,No Reportado,12/02/2016 12:00:00 AM,Puntual,Normal,1,1,1 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.67766667 6.337916667)
400,Soata,La Costa,-72.67722222,6.338055556,1917,No Reportado,12/02/2016 12:00:00 AM,Puntual,Normal,1,Comercial,1 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.67722222 6.338055556)
401,Soata,La Costa,-72.67455556,6.337472222,1856,No Reportado,12/02/2016 12:00:00 AM,Puntual,Normal,1,1,1 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.67455556 6.337472222)
402,Chiscas,Centro,-72.50111111,6.554722222,2369,No Reportado,10/27/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Quebrada Litargon,Quebrada Litargon,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.50111111 6.554722222)
403,Chiscas,Centro,-72.50138889,6.554722222,2367,No Reportado,10/27/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.50138889 6.554722222)
404,Chiscas,Centro,-72.50305556,6.5525,2372,No Reportado,10/27/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Quebrada Litargon,Quebrada Litargon,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.50305556 6.5525)
405,Chiscas,Centro,-72.5025,6.551666667,2360,No Reportado,10/27/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Quebrada Litargon,Quebrada Litargon,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.5025 6.551666667)
406,Chiscas,Centro,-72.50194444,6.551666667,2342,No Reportado,10/27/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Quebrada Litargon,Quebrada Litargon,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.50194444 6.551666667)
407,Chiscas,Centro,-72.49944444,6.548333333,2296,No Reportado,10/27/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Quebrada Litargon,Quebrada Litargon,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.49944444 6.548333333)
408,El Cocuy,Zanjon,-72.44807778,6.405361111,2652,No Reportado,11/10/2016 12:00:00 AM,Puntual,Normal,1,1,2 Seguimientos,Rio Pantano Grande,Rio Pantano Grande,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.44807778 6.405361111)
409,El Cocuy,Zanjon,-72.44815,6.409336111,2684,No Reportado,11/10/2016 12:00:00 AM,Puntual,Normal,1,1,2 Seguimientos,Rio Pantano Grande,Rio Pantano Grande,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.44815 6.409336111)
410,Pauna,Miabe,-73.98439167,5.662208333,995,5.99,01/12/2017 12:00:00 AM,Puntual,Normal,1,1,1 Seguimientos,Quebrada Zanjon,Quebrada Zanjon,Puntual,Reportan Muestra Compuesta Del Vertimieto De Fecha 15 Y 16 De Diciembre De 2016,Otro,POINT (-73.98439167 5.662208333)
411,Maripi,Centro,-73.99848611,5.557897222,1368,5.4,03/03/2017 12:00:00 AM,Puntual,Normal,1,Industrial,1 Seguimientos,Quebrada Yanaca,Quebrada Yanaca,Puntual,Vertimiento De Tipo Industrial Producto De Mantenimiento A Bocamina Municipio De Maripi,Volumetrico,POINT (-73.99848611 5.557897222)
412,Susacon,Centro,-72.69174167,6.233686111,2468,No Reportado,03/16/2017 12:00:00 AM,,Normal,,,2 Seguimientos,,,,La Planta De Tratamiento No Esta En Operacion,,POINT (-72.69174167 6.233686111)
413,Susacon,Centro,-72.69174167,6.233686111,2468,No Reportado,03/16/2017 12:00:00 AM,,Normal,,,1 Seguimientos,Suelo,Suelo,,La Planta De Tratamiento No Esta En Operacion,,POINT (-72.69174167 6.233686111)
414,Socha,Waita,-72.71283889,5.983022222,2475,0.0016,12/14/2016 12:00:00 AM,Puntual,Normal,1,1,,Suelo,Suelo,Puntual,,Volumetrico,POINT (-72.71283889 5.983022222)
415,Socha,Waita,-72.71278889,5.98295,2481,0.083/0.155,12/14/2016 12:00:00 AM,Puntual,Normal,1,Industrial,,Suelo,Suelo,Puntual,,Volumetrico,POINT (-72.71278889 5.98295)
416,Covarachia,Centro,-72.73779444,6.502063889,2315,No Reportado,03/21/2017 12:00:00 AM,,Normal,,,2 Seguimientos,,,,La Planta De Beneficio Animal No Esta En Operacion,,POINT (-72.73779444 6.502063889)
417,Guacamayas,Zona Urbana,-72.50018333,6.461166667,2176,No Reportado,04/07/2017 12:00:00 AM,Puntual,Normal,Semanal,Industrial,2 Seguimientos,Alcantarillado Municipal,Alcantarillado Municipal,Puntual,La Planta De Beneficio Animal Solo Opera Una Vez A La Semana,Otro,POINT (-72.50018333 6.461166667)
418,El Espino,Zona Urbana,-72.49607222,6.481605556,2130,No Reportado,04/05/2017 12:00:00 AM,,,,,1 Seguimientos,,,,La Planta De Beneficio Animal No Esta En Operacion,,POINT (-72.49607222 6.481605556)
419,Covarachia,Centro,-72.73779444,6.502063889,2315,No Reportado,03/21/2017 12:00:00 AM,,Normal,,,2 Seguimientos,,,,La Planta De Beneficio Animal No Esta En Operacion,,POINT (-72.73779444 6.502063889)
420,Susacon,Centro,-72.69174167,6.233686111,2468,No Reportado,03/16/2017 12:00:00 AM,,Normal,,,2 Seguimientos,Suelo,Suelo,,La Planta De Tratamiento No Esta En Operacion,,POINT (-72.69174167 6.233686111)
421,Guacamayas,Zona Urbana,-72.50018333,6.461166667,2176,No Reportado,04/07/2017 12:00:00 AM,Puntual,Normal,Semanal,Industrial,2 Seguimientos,Alcantarillado Municipal,Alcantarillado Municipal,Puntual,La Planta De Beneficio Animal Solo Opera Una Vez A La Semana,Otro,POINT (-72.50018333 6.461166667)
422,El Espino,Zona Urbana,-72.49607222,6.481605556,2130,No Reportado,04/05/2017 12:00:00 AM,,,,,1 Seguimientos,,,,La Planta De Beneficio Animal No Esta En Operacion,,POINT (-72.49607222 6.481605556)
221,Sotaquira,Carrizal,-73.19406389,5.817336111,2887,71.21,03/10/2015 12:00:00 AM,Puntual,Normal,1,Comercial,,Quebrada Honda,Quebrada Honda,Puntual,Vertimiento Generado En La Granja Piscicola Pozo Negro. Su Disposicion Final Se Realiza Por Canal Abiero 20 Metros Hasta Conectarse Con La Quebrada Honda.,Area*Velocidad,POINT (-73.19406389 5.817336111)
424,La Uvita,San Ignacio,-72.56428056,6.815833333,2334,No Reportado,04/07/2017 12:00:00 AM,2,Normal,Semanal,Industrial,2 Seguimientos,Suelo,Suelo,Difusa,La Planta De Tratamiento Esta En Operacion,,POINT (-72.56428056 6.815833333)
425,Soata,Centro,-72.66833333,6.334169444,1919,No Reportado,04/27/2017 12:00:00 AM,Puntual,Normal,Semanal,Industrial,2 Seguimientos,Suelo,Suelo,Puntual,La Planta De Tratamiento Esta En Operacion,,POINT (-72.66833333 6.334169444)
426,Chiscas,Zona Rural,-72.50666667,6.543611111,2292,No Reportado,04/06/2017 12:00:00 AM,2,Normal,Semanal,Industrial,2 Seguimientos,Suelo,Suelo,Difusa,La Planta De Tratamiento No Esta En Operacion,,POINT (-72.50666667 6.543611111)
427,Soraca,Otro Lado,-73.33222222,5.504166667,2819,No Reportado,03/30/2017 12:00:00 AM,Puntual,,1,1,4 Seguimientos,Quebrada Chica O Puente Hamaca,Quebrada Chica O Puente Hamaca,Puntual,Seguimiento Psmv,,POINT (-73.33222222 5.504166667)
428,Soraca,Zona Urbana,-73.33416667,5.499722222,2819,No Reportado,03/30/2017 12:00:00 AM,Puntual,,1,1,4 Seguimientos,Quebrada Chica O Puente Hamaca,Quebrada Chica O Puente Hamaca,Puntual,Seguimiento Psmv,,POINT (-73.33416667 5.499722222)
429,Soraca,Otro Lado,-73.33527778,5.502222222,2823,No Reportado,03/30/2017 12:00:00 AM,Puntual,,1,1,4 Seguimientos,Quebrada Chica O Puente Hamaca,Quebrada Chica O Puente Hamaca,Puntual,Seguimiento Psmv,,POINT (-73.33527778 5.502222222)
430,Soraca,Otro Lado,-73.33722222,5.504166667,2814,No Reportado,03/30/2017 12:00:00 AM,Puntual,,1,1,4 Seguimientos,Quebrada Grande,Quebrada Grande,Puntual,Seguimiento Psmv,,POINT (-73.33722222 5.504166667)
431,Tunungua,Pena Blanca,-73.93656389,5.734580556,1246,No Reportado,04/20/2017 12:00:00 AM,Puntual,Normal,1,1,1 Seguimientos,Cano Galvan,Cano Galvan,Puntual,Cribado (Ptar),Otro,POINT (-73.93656389 5.734580556)
432,Tunungua,Pena Blanca,-73.93646944,5.734608333,1243,No Reportado,04/20/2017 12:00:00 AM,Puntual,Normal,1,1,1 Seguimientos,Cano Galvan,Cano Galvan,Puntual,Tanque De Homogenizacion (Ptar),Otro,POINT (-73.93646944 5.734608333)
433,Tunungua,Pena Blanca,-73.93644167,5.73475,1242,No Reportado,04/20/2017 12:00:00 AM,Puntual,Normal,1,1,1 Seguimientos,Cano Galvan,Cano Galvan,Puntual,Tanque Inhoff (Ptar),Otro,POINT (-73.93644167 5.73475)
434,Tunungua,Pena Blanca,-73.93652778,5.734805556,1239,No Reportado,04/20/2017 12:00:00 AM,Puntual,Normal,1,1,1 Seguimientos,Cano Galvan,Cano Galvan,Puntual,Vertimiento.,Otro,POINT (-73.93652778 5.734805556)
435,La Uvita,Zona Urbana,-72.56483333,6.319055556,2318,No Reportado,06/28/2017 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Quebrada La Negra,Quebrada La Negra,Puntual,,Otro,POINT (-72.56483333 6.319055556)
436,Susacon,Centro,-72.69041667,6.235833333,2418,No Reportado,06/29/2017 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Rio Susacon,Rio Susacon,Puntual,,Otro,POINT (-72.69041667 6.235833333)
437,Sativanorte,Centro,-72.70788889,6.129583333,2593,No Reportado,08/02/2016 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Quebrada La Imagen,Quebrada La Imagen,Puntual,No Se Realizo Aforo De Caudal,Volumetrico,POINT (-72.70788889 6.129583333)
438,Panqueba,Reposo,-72.46263889,6.444333333,2195,No Reportado,07/06/2017 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Rio Pantano Grande,Rio Pantano Grande,Puntual,No Se Realizo Aforo De Caudal,Volumetrico,POINT (-72.46263889 6.444333333)
439,San Mateo,Zona Urbana,-72.55142778,6.400177778,2204,No Reportado,07/19/2017 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Rio Cifuentes,Rio Cifuentes,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.55142778 6.400177778)
440,San Mateo,Guayabal,-72.55797222,6.402027778,2208,No Reportado,07/19/2017 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Quebrada Agua Blanca,Quebrada Agua Blanca,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.55797222 6.402027778)
441,San Mateo,Zona Urbana,-72.557525,6.402844444,2214,No Reportado,07/19/2017 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Quebrada Agua Blanca,Quebrada Agua Blanca,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.557525 6.402844444)
442,San Mateo,Zona Urbana,-72.55775278,6.401930556,2209,No Reportado,07/19/2017 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Quebrada Agua Blanca,Quebrada Agua Blanca,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.55775278 6.401930556)
443,San Mateo,Guayabal,-72.55760833,6.401347222,2211,No Reportado,07/19/2017 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Quebrada Agua Blanca,Quebrada Agua Blanca,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.55760833 6.401347222)
444,Boavita,Cacota,-72.58333333,6.3275,2139,No Reportado,07/18/2017 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Quebrada Ocalaya,Quebrada Ocalaya,Puntual,No Se Realizo Aforo De Caudal. Realiza Su Descarga A La Quebrada Ocalaya Indirectamente Por Infiltracion,Otro,POINT (-72.58333333 6.3275)
445,Boavita,Cacota,-72.58777778,6.326944444,2140,No Reportado,07/18/2017 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.58777778 6.326944444)
446,Boavita,Zona Urbana,-72.58722222,6.330277778,2170,No Reportado,07/18/2017 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Quebrada Cacota,Quebrada Cacota,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.58722222 6.330277778)
447,Boavita,Zona Urbana,-72.58775,6.330055556,2155,No Reportado,07/18/2017 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.58775 6.330055556)
448,Boavita,San Isidro,-72.58853889,6.330863889,2160,No Reportado,07/18/2017 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.58853889 6.330863889)
449,Boavita,Zona Urbana,-72.58225833,6.327872222,2142,No Reportado,07/18/2017 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.58225833 6.327872222)
450,Boavita,Zona Urbana,-72.58713889,6.330313889,2158,No Reportado,07/18/2017 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.58713889 6.330313889)
451,Boavita,Zona Urbana,-72.587175,6.330341667,2152,No Reportado,07/18/2017 12:00:00 AM,Puntual,Normal,1,1,4 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.587175 6.330341667)
452,El Cocuy,Zanjon,-72.44799167,6.405377778,2656,No Reportado,07/27/2017 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Rio Pantano Grande,Rio Pantano Grande,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.44799167 6.405377778)
453,El Cocuy,Zanjon,-72.44815,6.409336111,2684,No Reportado,07/27/2017 12:00:00 AM,Puntual,Normal,1,1,3 Seguimientos,Rio Pantano Grande,Rio Pantano Grande,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.44815 6.409336111)
454,Soata,Urbana,-72.682,6.329444444,1970,No Reportado,08/16/2017 12:00:00 AM,Puntual,Normal,1,1,2 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.682 6.329444444)
455,Soata,La Costa,-72.67766667,6.337916667,1935,No Reportado,08/16/2017 12:00:00 AM,Puntual,Normal,1,1,2 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.67766667 6.337916667)
456,Soata,La Costa,-72.67722222,6.338055556,1917,No Reportado,08/16/2017 12:00:00 AM,Puntual,Normal,1,Comercial,2 Seguimientos,Suelo,Suelo,Puntual,No Se Realizo Aforo De Caudal,Otro,POINT (-72.67722222 6.338055556)
